pop,mf,rep,Genotype,block,y2_flowers,y2_fruits,FrFlN_y2,elevation.group,elev_m,Lat,Long,GD_Recent_Wtr_Year_2023,GD_Historic_Wtr_Year_2023,GD_Recent_GrwSsn_2023,GD_Historic_GrwSsn_2023,GD_Recent_Wtr_Year_2024,GD_Historic_Wtr_Year_2024,GD_Recent_GrwSsn_2024,GD_Historic_GrwSsn_2024,AvgGD_Historic_Growth Season,AvgGD_Historic_Water Year,AvgGD_Recent_Growth Season,AvgGD_Recent_Water Year,TempDist_Historic_GrwSsn_2023,TempDist_Historic_GrwSsn_2024,TempDist_Historic_Wtr_Year_2023,TempDist_Historic_Wtr_Year_2024,TempDist_Recent_GrwSsn_2023,TempDist_Recent_GrwSsn_2024,TempDist_Recent_Wtr_Year_2023,TempDist_Recent_Wtr_Year_2024,PPTDist_Historic_GrwSsn_2023,PPTDist_Historic_GrwSsn_2024,PPTDist_Historic_Wtr_Year_2023,PPTDist_Historic_Wtr_Year_2024,PPTDist_Recent_GrwSsn_2023,PPTDist_Recent_GrwSsn_2024,PPTDist_Recent_Wtr_Year_2023,PPTDist_Recent_Wtr_Year_2024,AvgTempDist_Historic_GrwSsn,AvgTempDist_Historic_Wtr_Year,AvgTempDist_Recent_GrwSsn,AvgTempDist_Recent_Wtr_Year,AvgPPTDist_Historic_GrwSsn,AvgPPTDist_Historic_Wtr_Year,AvgPPTDist_Recent_GrwSsn,AvgPPTDist_Recent_Wtr_Year,Geographic_Dist,Elev_Dist
SC,6,15,SC_6_15,B,0,64,64,low,421.5178299,38.41167,-120.73583000000001,0.6268075867777348,0.6420805618702625,0.26693769157362146,0.2692804056885084,0.4951021748097515,0.4706583530426097,0.3932639844164157,0.3922197833183558,0.33075009450343207,0.5563694574564362,0.33010083799501855,0.5609548807937432,1.0594540343915335,-1.6722126322751336,8.341652777777778,6.30998611111111,1.5031319444444442,-1.2285347222222232,8.810416666666669,6.7787500000000005,296.1576666666667,466.13766666666675,-1744.1830000000004,-451.86300000000006,323.9033333333333,493.8833333333333,-1696.0340000000006,-403.71400000000006,-0.30637929894179994,7.325819444444444,0.13729861111111052,7.7945833333333345,381.14766666666674,-1098.023,408.8933333333333,-1049.8740000000005,62498.87463150152,-1598.5979701
CC,2,6,CC_2_6,D,0,33,33,low,313,39.58597,-121.43311,0.6005055940209751,0.5678962134821955,0.3285378893997665,0.2994301249304452,0.4459084678587209,0.4067782720935577,0.4031298735462368,0.3887795429544227,0.34410483394243396,0.4873372427878766,0.36583388147300167,0.523207030939848,1.8744126382876376,-0.85725402837903,8.992916666666666,6.96125,2.406263690476191,-0.3254029761904764,9.72473611111111,7.693069444444443,516.3016666666667,686.2816666666668,-1502.6400000000003,-210.32000000000005,541.1416633333333,711.1216633333333,-1472.4146700000006,-180.09467000000006,0.5085793049543037,7.977083333333333,1.0404303571428573,8.708902777777777,601.2916666666667,-856.4800000000002,626.1316633333333,-826.2546700000003,132498.41828627142,-1707.1158
BH,4,5,BH_4_5,C,0,26,26,low,511.4294422,37.40985,-119.96458,0.6949740261997579,0.6403725137687,0.2625052447535473,0.23960929391108984,0.5735684452849578,0.517408894579186,0.3644878681935851,0.368834632050797,0.3042219629809434,0.5788907041739431,0.3134965564735662,0.6342712357423579,0.9368115079365076,-1.7948551587301598,8.41011111111111,6.378444444444444,1.799059722222223,-0.9326069444444444,9.313111111111112,7.281444444444446,132.69666666666672,302.67666666666673,-1905.5136666666672,-613.1936666666667,131.49,301.47,-1903.355333333334,-611.0353333333334,-0.4290218253968261,7.394277777777777,0.4332263888888894,8.29727777777778,217.68666666666672,-1259.3536666666669,216.48,-1257.1953333333336,159625.59620443787,-1508.6863578
WL2,1,11,WL2_1_11,C,0,39,39,high,2020.115818,38.8263,-120.25242,0.3611658957591866,0.4125069405795862,0.24500345759380013,0.24633632234546937,0.14537075724061083,0.16194995856561892,0.24695752578486943,0.2888491720709349,0.26759274720820214,0.2872284495726026,0.2459804916893348,0.2532683264998987,-0.5396964285714283,-3.2713630952380957,0.5167361111111113,-1.514930555555556,0.11881672077922012,-2.6128499458874472,1.6352916666666664,-0.3963750000000008,51.081666666666706,221.0616666666667,-1227.520676666667,64.7993233333334,107.33533000000006,277.31533,-1201.3210233333336,90.99897666666676,-1.905529761904762,-0.4990972222222223,-1.2470166125541136,0.6194583333333328,136.07166666666672,-581.3606766666668,192.32533000000004,-555.1610233333334,136.2621716836303,1.799999995455437e-5
YO7,4,6,YO7_4_6,C,0,80,80,high,2469.978665,37.80903,-119.56605,0.3921546912586528,0.4491843523659622,0.32923451367164236,0.3263417164766892,0.2766784854895503,0.2816456049693204,0.3167480725986663,0.3679802697413664,0.3471609931090278,0.36541497866764133,0.3229912931351543,0.33441658837410154,-3.0259019841269836,-5.757568650793651,-2.067763888888888,-4.099430555555555,-2.150865079365079,-4.882531746031747,-0.9207916666666662,-2.9524583333333334,-43.28399999999999,126.696,-1267.5780100000004,24.741989999999987,-46.94,123.04,-1298.5923533333337,-6.272353333333285,-4.391735317460317,-3.0835972222222217,-3.516698412698413,-1.936625,41.706,-621.4180100000002,38.05,-652.4323533333335,128036.86977041698,449.86286500000006
TM2,1,3,TM2_1_3,B,0,125,125,low,379.1526973,39.59255,-121.55072,0.570455055058098,0.5315187551984575,0.34369791626139984,0.31763064467648855,0.4025870789619976,0.3702509542006141,0.47606029704157665,0.4922364364264957,0.4049335405514921,0.45088485469953576,0.40987910665148825,0.4865210670100478,0.7849734607984598,-1.9466932058682076,8.583666666666666,6.552,1.6604484788359797,-1.071218187830688,9.37263888888889,7.340972222222224,625.1906633333333,795.1706633333333,-1384.7190033333338,-92.39900333333344,636.9673300000001,806.9473300000001,-1354.412336666667,-62.0923366666666,-0.5808598725348739,7.567833333333333,0.2946151455026458,8.356805555555557,710.1806633333333,-738.5590033333336,721.9573300000001,-708.2523366666668,140893.43148019144,-1640.9631027
BH,2,4,BH_2_4,B,0,24,24,low,511.4294422,37.40985,-119.96458,0.6949740261997579,0.6403725137687,0.2625052447535473,0.23960929391108984,0.5735684452849578,0.517408894579186,0.3644878681935851,0.368834632050797,0.3042219629809434,0.5788907041739431,0.3134965564735662,0.6342712357423579,0.9368115079365076,-1.7948551587301598,8.41011111111111,6.378444444444444,1.799059722222223,-0.9326069444444444,9.313111111111112,7.281444444444446,132.69666666666672,302.67666666666673,-1905.5136666666672,-613.1936666666667,131.49,301.47,-1903.355333333334,-611.0353333333334,-0.4290218253968261,7.394277777777777,0.4332263888888894,8.29727777777778,217.68666666666672,-1259.3536666666669,216.48,-1257.1953333333336,159625.59620443787,-1508.6863578
BH,6,7,BH_6_7,E,0,11,11,low,511.4294422,37.40985,-119.96458,0.6949740261997579,0.6403725137687,0.2625052447535473,0.23960929391108984,0.5735684452849578,0.517408894579186,0.3644878681935851,0.368834632050797,0.3042219629809434,0.5788907041739431,0.3134965564735662,0.6342712357423579,0.9368115079365076,-1.7948551587301598,8.41011111111111,6.378444444444444,1.799059722222223,-0.9326069444444444,9.313111111111112,7.281444444444446,132.69666666666672,302.67666666666673,-1905.5136666666672,-613.1936666666667,131.49,301.47,-1903.355333333334,-611.0353333333334,-0.4290218253968261,7.394277777777777,0.4332263888888894,8.29727777777778,217.68666666666672,-1259.3536666666669,216.48,-1257.1953333333336,159625.59620443787,-1508.6863578
BH,1,7,BH_1_7,E,0,5,5,low,511.4294422,37.40985,-119.96458,0.6949740261997579,0.6403725137687,0.2625052447535473,0.23960929391108984,0.5735684452849578,0.517408894579186,0.3644878681935851,0.368834632050797,0.3042219629809434,0.5788907041739431,0.3134965564735662,0.6342712357423579,0.9368115079365076,-1.7948551587301598,8.41011111111111,6.378444444444444,1.799059722222223,-0.9326069444444444,9.313111111111112,7.281444444444446,132.69666666666672,302.67666666666673,-1905.5136666666672,-613.1936666666667,131.49,301.47,-1903.355333333334,-611.0353333333334,-0.4290218253968261,7.394277777777777,0.4332263888888894,8.29727777777778,217.68666666666672,-1259.3536666666669,216.48,-1257.1953333333336,159625.59620443787,-1508.6863578
BH,7,7,BH_7_7,E,0,3,3,low,511.4294422,37.40985,-119.96458,0.6949740261997579,0.6403725137687,0.2625052447535473,0.23960929391108984,0.5735684452849578,0.517408894579186,0.3644878681935851,0.368834632050797,0.3042219629809434,0.5788907041739431,0.3134965564735662,0.6342712357423579,0.9368115079365076,-1.7948551587301598,8.41011111111111,6.378444444444444,1.799059722222223,-0.9326069444444444,9.313111111111112,7.281444444444446,132.69666666666672,302.67666666666673,-1905.5136666666672,-613.1936666666667,131.49,301.47,-1903.355333333334,-611.0353333333334,-0.4290218253968261,7.394277777777777,0.4332263888888894,8.29727777777778,217.68666666666672,-1259.3536666666669,216.48,-1257.1953333333336,159625.59620443787,-1508.6863578
IH,2,7,IH_2_7,E,0,9,9,low,454.1298385,39.09332,-120.92114,0.5482840711738002,0.5286199318311582,0.3846404746991534,0.3578234739091723,0.4197109245736825,0.36950347851437854,0.4058688981432469,0.39722888596352823,0.3775261799363503,0.44906170517276833,0.39525468642120015,0.48399749787374136,2.6233617845117845,-0.10830488215488288,7.832569444444444,5.800902777777777,3.4202053030303023,0.688538636363635,8.510055555555557,6.4783888888888885,604.4896600000001,774.4696600000001,-1428.3606733333338,-136.04067333333342,606.7846633333334,776.7646633333334,-1413.3156700000004,-120.99567000000002,1.2575284511784508,6.81673611111111,2.0543719696969687,7.494222222222223,689.4796600000001,-782.2006733333336,691.7746633333334,-767.1556700000002,65203.39531640123,-1565.9859615
YO7,1,4,YO7_1_4,F,0,53,53,high,2469.978665,37.80903,-119.56605,0.3921546912586528,0.4491843523659622,0.32923451367164236,0.3263417164766892,0.2766784854895503,0.2816456049693204,0.3167480725986663,0.3679802697413664,0.3471609931090278,0.36541497866764133,0.3229912931351543,0.33441658837410154,-3.0259019841269836,-5.757568650793651,-2.067763888888888,-4.099430555555555,-2.150865079365079,-4.882531746031747,-0.9207916666666662,-2.9524583333333334,-43.28399999999999,126.696,-1267.5780100000004,24.741989999999987,-46.94,123.04,-1298.5923533333337,-6.272353333333285,-4.391735317460317,-3.0835972222222217,-3.516698412698413,-1.936625,41.706,-621.4180100000002,38.05,-652.4323533333335,128036.86977041698,449.86286500000006
SC,5,6,SC_5_6,D,0,1,1,low,421.5178299,38.41167,-120.73583000000001,0.6268075867777348,0.6420805618702625,0.26693769157362146,0.2692804056885084,0.4951021748097515,0.4706583530426097,0.3932639844164157,0.3922197833183558,0.33075009450343207,0.5563694574564362,0.33010083799501855,0.5609548807937432,1.0594540343915335,-1.6722126322751336,8.341652777777778,6.30998611111111,1.5031319444444442,-1.2285347222222232,8.810416666666669,6.7787500000000005,296.1576666666667,466.13766666666675,-1744.1830000000004,-451.86300000000006,323.9033333333333,493.8833333333333,-1696.0340000000006,-403.71400000000006,-0.30637929894179994,7.325819444444444,0.13729861111111052,7.7945833333333345,381.14766666666674,-1098.023,408.8933333333333,-1049.8740000000005,62498.87463150152,-1598.5979701
CC,9,6,CC_9_6,D,0,10,10,low,313,39.58597,-121.43311,0.6005055940209751,0.5678962134821955,0.3285378893997665,0.2994301249304452,0.4459084678587209,0.4067782720935577,0.4031298735462368,0.3887795429544227,0.34410483394243396,0.4873372427878766,0.36583388147300167,0.523207030939848,1.8744126382876376,-0.85725402837903,8.992916666666666,6.96125,2.406263690476191,-0.3254029761904764,9.72473611111111,7.693069444444443,516.3016666666667,686.2816666666668,-1502.6400000000003,-210.32000000000005,541.1416633333333,711.1216633333333,-1472.4146700000006,-180.09467000000006,0.5085793049543037,7.977083333333333,1.0404303571428573,8.708902777777777,601.2916666666667,-856.4800000000002,626.1316633333333,-826.2546700000003,132498.41828627142,-1707.1158
TM2,4,12,TM2_4_12,E,0,19,19,low,379.1526973,39.59255,-121.55072,0.570455055058098,0.5315187551984575,0.34369791626139984,0.31763064467648855,0.4025870789619976,0.3702509542006141,0.47606029704157665,0.4922364364264957,0.4049335405514921,0.45088485469953576,0.40987910665148825,0.4865210670100478,0.7849734607984598,-1.9466932058682076,8.583666666666666,6.552,1.6604484788359797,-1.071218187830688,9.37263888888889,7.340972222222224,625.1906633333333,795.1706633333333,-1384.7190033333338,-92.39900333333344,636.9673300000001,806.9473300000001,-1354.412336666667,-62.0923366666666,-0.5808598725348739,7.567833333333333,0.2946151455026458,8.356805555555557,710.1806633333333,-738.5590033333336,721.9573300000001,-708.2523366666668,140893.43148019144,-1640.9631027
BH,4,7,BH_4_7,E,0,11,11,low,511.4294422,37.40985,-119.96458,0.6949740261997579,0.6403725137687,0.2625052447535473,0.23960929391108984,0.5735684452849578,0.517408894579186,0.3644878681935851,0.368834632050797,0.3042219629809434,0.5788907041739431,0.3134965564735662,0.6342712357423579,0.9368115079365076,-1.7948551587301598,8.41011111111111,6.378444444444444,1.799059722222223,-0.9326069444444444,9.313111111111112,7.281444444444446,132.69666666666672,302.67666666666673,-1905.5136666666672,-613.1936666666667,131.49,301.47,-1903.355333333334,-611.0353333333334,-0.4290218253968261,7.394277777777777,0.4332263888888894,8.29727777777778,217.68666666666672,-1259.3536666666669,216.48,-1257.1953333333336,159625.59620443787,-1508.6863578
CC,2,7,CC_2_7,E,0,43,43,low,313,39.58597,-121.43311,0.6005055940209751,0.5678962134821955,0.3285378893997665,0.2994301249304452,0.4459084678587209,0.4067782720935577,0.4031298735462368,0.3887795429544227,0.34410483394243396,0.4873372427878766,0.36583388147300167,0.523207030939848,1.8744126382876376,-0.85725402837903,8.992916666666666,6.96125,2.406263690476191,-0.3254029761904764,9.72473611111111,7.693069444444443,516.3016666666667,686.2816666666668,-1502.6400000000003,-210.32000000000005,541.1416633333333,711.1216633333333,-1472.4146700000006,-180.09467000000006,0.5085793049543037,7.977083333333333,1.0404303571428573,8.708902777777777,601.2916666666667,-856.4800000000002,626.1316633333333,-826.2546700000003,132498.41828627142,-1707.1158
YO7,1,3,YO7_1_3,E,0,3,3,high,2469.978665,37.80903,-119.56605,0.3921546912586528,0.4491843523659622,0.32923451367164236,0.3263417164766892,0.2766784854895503,0.2816456049693204,0.3167480725986663,0.3679802697413664,0.3471609931090278,0.36541497866764133,0.3229912931351543,0.33441658837410154,-3.0259019841269836,-5.757568650793651,-2.067763888888888,-4.099430555555555,-2.150865079365079,-4.882531746031747,-0.9207916666666662,-2.9524583333333334,-43.28399999999999,126.696,-1267.5780100000004,24.741989999999987,-46.94,123.04,-1298.5923533333337,-6.272353333333285,-4.391735317460317,-3.0835972222222217,-3.516698412698413,-1.936625,41.706,-621.4180100000002,38.05,-652.4323533333335,128036.86977041698,449.86286500000006
BH,7,8,BH_7_8,F,0,6,6,low,511.4294422,37.40985,-119.96458,0.6949740261997579,0.6403725137687,0.2625052447535473,0.23960929391108984,0.5735684452849578,0.517408894579186,0.3644878681935851,0.368834632050797,0.3042219629809434,0.5788907041739431,0.3134965564735662,0.6342712357423579,0.9368115079365076,-1.7948551587301598,8.41011111111111,6.378444444444444,1.799059722222223,-0.9326069444444444,9.313111111111112,7.281444444444446,132.69666666666672,302.67666666666673,-1905.5136666666672,-613.1936666666667,131.49,301.47,-1903.355333333334,-611.0353333333334,-0.4290218253968261,7.394277777777777,0.4332263888888894,8.29727777777778,217.68666666666672,-1259.3536666666669,216.48,-1257.1953333333336,159625.59620443787,-1508.6863578
SC,8,15,SC_8_15,G,0,14,14,low,421.5178299,38.41167,-120.73583000000001,0.6268075867777348,0.6420805618702625,0.26693769157362146,0.2692804056885084,0.4951021748097515,0.4706583530426097,0.3932639844164157,0.3922197833183558,0.33075009450343207,0.5563694574564362,0.33010083799501855,0.5609548807937432,1.0594540343915335,-1.6722126322751336,8.341652777777778,6.30998611111111,1.5031319444444442,-1.2285347222222232,8.810416666666669,6.7787500000000005,296.1576666666667,466.13766666666675,-1744.1830000000004,-451.86300000000006,323.9033333333333,493.8833333333333,-1696.0340000000006,-403.71400000000006,-0.30637929894179994,7.325819444444444,0.13729861111111052,7.7945833333333345,381.14766666666674,-1098.023,408.8933333333333,-1049.8740000000005,62498.87463150152,-1598.5979701
IH,1,8,IH_1_8,F,0,28,28,low,454.1298385,39.09332,-120.92114,0.5482840711738002,0.5286199318311582,0.3846404746991534,0.3578234739091723,0.4197109245736825,0.36950347851437854,0.4058688981432469,0.39722888596352823,0.3775261799363503,0.44906170517276833,0.39525468642120015,0.48399749787374136,2.6233617845117845,-0.10830488215488288,7.832569444444444,5.800902777777777,3.4202053030303023,0.688538636363635,8.510055555555557,6.4783888888888885,604.4896600000001,774.4696600000001,-1428.3606733333338,-136.04067333333342,606.7846633333334,776.7646633333334,-1413.3156700000004,-120.99567000000002,1.2575284511784508,6.81673611111111,2.0543719696969687,7.494222222222223,689.4796600000001,-782.2006733333336,691.7746633333334,-767.1556700000002,65203.39531640123,-1565.9859615
SC,4,8,SC_4_8,F,0,10,10,low,421.5178299,38.41167,-120.73583000000001,0.6268075867777348,0.6420805618702625,0.26693769157362146,0.2692804056885084,0.4951021748097515,0.4706583530426097,0.3932639844164157,0.3922197833183558,0.33075009450343207,0.5563694574564362,0.33010083799501855,0.5609548807937432,1.0594540343915335,-1.6722126322751336,8.341652777777778,6.30998611111111,1.5031319444444442,-1.2285347222222232,8.810416666666669,6.7787500000000005,296.1576666666667,466.13766666666675,-1744.1830000000004,-451.86300000000006,323.9033333333333,493.8833333333333,-1696.0340000000006,-403.71400000000006,-0.30637929894179994,7.325819444444444,0.13729861111111052,7.7945833333333345,381.14766666666674,-1098.023,408.8933333333333,-1049.8740000000005,62498.87463150152,-1598.5979701
CC,5,10,CC_5_10,H,NA,2,NA,low,313,39.58597,-121.43311,0.6005055940209751,0.5678962134821955,0.3285378893997665,0.2994301249304452,0.4459084678587209,0.4067782720935577,0.4031298735462368,0.3887795429544227,0.34410483394243396,0.4873372427878766,0.36583388147300167,0.523207030939848,1.8744126382876376,-0.85725402837903,8.992916666666666,6.96125,2.406263690476191,-0.3254029761904764,9.72473611111111,7.693069444444443,516.3016666666667,686.2816666666668,-1502.6400000000003,-210.32000000000005,541.1416633333333,711.1216633333333,-1472.4146700000006,-180.09467000000006,0.5085793049543037,7.977083333333333,1.0404303571428573,8.708902777777777,601.2916666666667,-856.4800000000002,626.1316633333333,-826.2546700000003,132498.41828627142,-1707.1158
WR,3,2,WR_3_2,H,0,30,30,mid,1158,39.34346,-120.80659,0.3800265089233933,0.3766592233811265,0.39536457811694586,0.3907557953578529,0.3600272231967921,0.3139176947235735,0.36213458420857503,0.3745592900840341,0.3826575427209435,0.34528845905235,0.3787495811627605,0.37002686606009266,2.44357239057239,-0.2880942760942773,4.965277777777778,2.9336111111111105,3.167021312483813,0.4353546458171458,6.146819444444444,4.1151527777777765,590.8849733333333,760.8649733333333,-882.3863666666671,409.9336333333333,692.2909766666668,862.2709766666668,-872.5587033333338,419.76129666666657,1.0777390572390564,3.949444444444444,1.8011879791504797,5.13098611111111,675.8749733333333,-236.22636666666688,777.2809766666668,-226.39870333333363,74991.7057889629,-862.1158
SC,4,10,SC_4_10,H,0,27,27,low,421.5178299,38.41167,-120.73583000000001,0.6268075867777348,0.6420805618702625,0.26693769157362146,0.2692804056885084,0.4951021748097515,0.4706583530426097,0.3932639844164157,0.3922197833183558,0.33075009450343207,0.5563694574564362,0.33010083799501855,0.5609548807937432,1.0594540343915335,-1.6722126322751336,8.341652777777778,6.30998611111111,1.5031319444444442,-1.2285347222222232,8.810416666666669,6.7787500000000005,296.1576666666667,466.13766666666675,-1744.1830000000004,-451.86300000000006,323.9033333333333,493.8833333333333,-1696.0340000000006,-403.71400000000006,-0.30637929894179994,7.325819444444444,0.13729861111111052,7.7945833333333345,381.14766666666674,-1098.023,408.8933333333333,-1049.8740000000005,62498.87463150152,-1598.5979701
